STT,SrcIP,SrcPort,DstIP,DstPort,Proto,FlowDuration,FlowPktsPerSec,FlowBytesPerSec,FlowIATMean,PktLenMean,Label_unlabeled,Label
9037,192.168.50.6,51666,4.2.2.4,53,17,2555,746121,782778,2555,89,0,BENIGN
9038,192.168.50.6,64562,8.8.8.8,53,17,6718,327673,297707,6718,87,0,BENIGN
9039,172.16.0.5,648,192.168.50.4,25766,17,3332,250336,600240,3332,271,0,Portmap
9040,172.16.0.5,583,192.168.50.4,11539,17,47622,17515,41997,47622,271,0,Portmap
9041,172.16.0.5,793,192.168.50.4,25546,17,2961,281702,675447,2961,271,0,Portmap
9042,172.16.0.5,582,192.168.50.4,3477,17,2949,282848,678195,2949,271,0,Portmap
9043,172.16.0.5,776,192.168.50.4,55323,17,3516,237235,568828,3516,271,0,Portmap
9044,172.16.0.5,876,192.168.50.4,8837,17,3299,252840,606244,3299,271,0,Portmap
9045,172.16.0.5,648,192.168.50.4,13748,17,19208,43425,104123,19208,271,0,Portmap
9046,172.16.0.5,897,192.168.50.4,16457,17,3612,230930,553709,3612,271,0,Portmap
9047,172.16.0.5,781,192.168.50.4,5334,17,3064,272232,652741,3064,271,0,Portmap
9048,172.16.0.5,648,192.168.50.4,11397,17,3593,232151,556637,3593,271,0,Portmap
9049,172.16.0.5,855,192.168.50.4,13296,17,3189,261561,627155,3189,271,0,Portmap
9050,172.16.0.5,943,192.168.50.4,21951,17,2942,283521,679809,2942,271,0,Portmap
9051,172.16.0.5,730,192.168.50.4,60647,17,2967,281132,674081,2967,271,0,Portmap
9052,192.168.50.8,64002,4.2.2.4,53,17,3911,713690,511378,3911,83,0,BENIGN
9053,192.168.50.8,59797,216.58.219.194,443,6,3102,1015790,644745,3102,66,0,BENIGN
9054,172.16.0.5,679,192.168.50.4,23286,17,3182,262137,628535,3182,271,0,Portmap
9055,192.168.50.8,50533,4.2.2.4,53,17,2586,851240,773395,2586,87,0,BENIGN
9056,172.16.0.5,648,192.168.50.4,10645,17,4341,192149,460723,4341,271,0,Portmap
9057,192.168.50.8,59517,4.2.2.4,53,17,4203,328617,475850,4203,78,0,BENIGN
9058,172.16.0.5,610,192.168.50.4,5596,17,4341,192149,460723,4341,271,0,Portmap
9059,23.194.142.213,443,192.168.50.6,55246,6,5680315191,0,0,436947322,85,0,BENIGN
9060,192.168.50.6,63203,8.8.8.8,53,17,7119,249585,280938,7119,119,0,BENIGN
9061,172.16.0.5,879,192.168.50.4,5612,17,2382,350176,839630,2382,271,0,Portmap
9062,172.16.0.5,989,192.168.50.4,33064,17,38055,21918,52555,38055,271,0,Portmap
9063,172.16.0.5,848,192.168.50.4,62751,17,3402,245185,587889,3402,271,0,Portmap
9064,172.16.0.5,648,192.168.50.4,30100,17,2290,364244,873362,2290,271,0,Portmap
9065,192.168.50.8,53761,4.2.2.4,53,17,4801,519949,416579,4801,85,0,BENIGN
9066,172.16.0.5,648,192.168.50.4,51681,17,3065,272143,652528,3065,271,0,Portmap
9067,172.16.0.5,648,192.168.50.4,54454,17,5312,656782,376506,5312,253,0,Portmap
9068,172.16.0.5,943,192.168.50.4,58828,17,4378,190525,456829,4378,271,0,Portmap
9069,192.168.50.4,22,172.16.0.5,59576,6,1210773945,2,2,110070358,243,0,Portmap
9070,172.16.0.5,602,192.168.50.4,53763,17,3111,268119,642880,3111,271,0,Portmap
9071,172.16.0.5,782,192.168.50.4,48701,17,3037,1148773,658544,3037,253,0,Portmap
9072,192.168.50.6,55220,52.1.239.99,443,6,30743024032,0,0,1336653218,158,0,BENIGN
9073,172.16.0.5,648,192.168.50.4,51329,17,3021,276107,662032,3021,271,0,Portmap
9074,172.16.0.5,860,192.168.50.4,246,17,4307,193666,464360,4307,271,0,Portmap
9075,172.16.0.5,852,192.168.50.4,41648,17,46122,53648,43363,46122,289,0,Portmap
9076,172.16.0.5,832,192.168.50.4,3684,17,4373,190743,457351,4373,271,0,Portmap
9077,172.16.0.5,812,192.168.50.4,12831,17,3276,1064965,610500,3276,253,0,Portmap
9078,172.16.0.5,579,192.168.50.4,63616,17,2701,308819,740466,2701,271,0,Portmap
9079,192.168.50.9,55024,52.84.35.26,443,6,340564812,0,0,13622592,132,0,BENIGN
9080,172.16.0.5,604,192.168.50.4,7707,17,4009,208062,498877,4009,271,0,Portmap
9081,192.168.50.6,59457,4.2.2.4,53,17,5057,376970,395491,5057,89,0,BENIGN
9082,52.85.89.250,443,192.168.50.6,54881,6,115234372555,0,0,2560763834,452,0,BENIGN
9083,172.16.0.5,648,192.168.50.4,31729,17,3306,252305,604960,3306,271,0,Portmap
9084,172.16.0.5,954,192.168.50.4,63636,17,2048,407285,976562,2048,271,0,Portmap
9085,172.16.0.5,696,192.168.50.4,64260,17,3392,245908,589622,3392,271,0,Portmap
9086,172.16.0.5,696,192.168.50.4,58531,17,3633,229595,550509,3633,271,0,Portmap
9087,172.16.0.5,656,192.168.50.4,24753,17,2985,279437,670016,2985,271,0,Portmap
9088,172.16.0.5,615,192.168.50.4,44009,17,2034,410088,983284,2034,271,0,Portmap
9089,54.164.68.142,443,192.168.50.9,58274,6,170707604300,0,0,2027536566,347,0,BENIGN
9090,172.16.0.5,803,192.168.50.4,27488,17,34783,23980,57499,34783,271,0,Portmap
9091,172.16.0.5,921,192.168.50.4,14087,17,4722,176645,423549,4722,271,0,Portmap
9092,172.16.0.5,888,192.168.50.4,16193,17,4727,176458,423101,4727,271,0,Portmap
9093,192.168.50.8,62004,4.2.2.4,53,17,27730,17896,72124,27730,84,0,BENIGN
9094,192.168.50.6,63623,8.8.8.8,53,17,3720,829626,537634,3720,81,0,BENIGN
9095,172.16.0.5,648,192.168.50.4,31321,17,4724,176570,423370,4724,271,0,Portmap
9096,192.168.50.6,55246,23.194.142.213,443,6,5701146501,0,0,438549730,150,0,BENIGN
9097,172.16.0.5,648,192.168.50.4,46893,17,2173,1605534,920386,2173,253,0,Portmap
9098,192.168.50.6,63729,4.2.2.4,53,17,3022,1118854,661813,3022,79,0,BENIGN
9099,192.168.50.6,50872,4.2.2.4,53,17,3974,224433,503271,3974,125,0,BENIGN
9100,172.16.0.5,648,192.168.50.4,45955,17,51186,16295,39073,51186,271,0,Portmap
9101,172.16.0.5,648,192.168.50.4,18546,17,3059,272677,653808,3059,271,0,Portmap
9102,172.16.0.5,778,192.168.50.4,10386,17,43042,19379,46466,43042,271,0,Portmap
9103,172.16.0.5,733,192.168.50.4,20857,17,2980,279906,671140,2980,271,0,Portmap
9104,172.16.0.5,952,192.168.50.4,30160,17,3612,230930,553709,3612,271,0,Portmap
9105,172.16.0.5,844,192.168.50.4,21742,17,3474,240103,575705,3474,271,0,Portmap
9106,172.16.0.5,715,192.168.50.4,45603,17,2770,301126,722021,2770,271,0,Portmap
9107,172.16.0.5,524,192.168.50.4,44525,17,3098,269244,645577,3098,271,0,Portmap
9108,172.16.0.5,712,192.168.50.4,368,17,2100,397200,952380,2100,271,0,Portmap
9109,192.168.50.8,59930,52.85.89.10,443,6,5146719494,0,0,395901499,148,0,BENIGN
9110,172.16.0.5,661,192.168.50.4,21561,17,3141,265558,636739,3141,271,0,Portmap
9111,172.16.0.5,648,192.168.50.4,60351,17,2607,1338253,767165,2607,253,0,Portmap
9112,172.16.0.5,635,192.168.50.4,15219,17,3706,225073,539665,3706,271,0,Portmap
9113,172.16.0.5,648,192.168.50.4,24251,17,3865,215813,517464,3865,271,0,Portmap
9114,172.217.2.98,80,192.168.50.8,59892,6,5058103582,0,0,1686034527,63,0,BENIGN
9115,192.168.50.8,59705,69.172.216.58,443,6,5124902363,0,0,301464844,133,0,BENIGN
9116,172.16.0.5,631,192.168.50.4,41536,17,3283,254072,609198,3283,271,0,Portmap
9117,192.168.50.6,65103,4.2.2.4,53,17,2449,898860,816659,2449,87,0,BENIGN
9118,192.168.50.6,54976,172.217.12.162,443,6,144424491,26,5,8495558,150,0,BENIGN
9119,172.16.0.5,548,192.168.50.4,26316,17,3170,263129,630914,3170,271,0,Portmap
9120,172.16.0.5,982,192.168.50.4,13038,17,3261,255786,613308,3261,271,0,Portmap
9121,172.16.0.5,821,192.168.50.4,61774,17,49228,16944,40627,49228,271,0,Portmap
9122,74.208.236.171,80,192.168.50.6,55174,6,5056858333,0,0,1685619444,63,0,BENIGN
9123,172.217.6.238,80,192.168.50.6,54935,6,116041883374,0,0,4001444254,111,0,BENIGN
9124,172.16.0.5,733,192.168.50.4,9231,17,3565,233974,561009,3565,271,0,Portmap
9125,172.16.0.5,648,192.168.50.4,3314,17,3092,269767,646830,3092,271,0,Portmap
9126,172.16.0.5,544,192.168.50.4,16165,17,3112,1322186,642673,3112,307,0,Portmap
9127,172.16.0.5,590,192.168.50.4,31518,17,45286,18418,44163,45286,271,0,Portmap
9128,172.16.0.5,731,192.168.50.4,26009,17,3311,251924,604047,3311,271,0,Portmap
9129,172.16.0.5,648,192.168.50.4,39218,17,3092,269767,646830,3092,271,0,Portmap
9130,172.16.0.5,809,192.168.50.4,49137,17,3293,253301,607348,3293,271,0,Portmap
9131,172.16.0.5,53021,192.168.50.4,443,6,4944,816319,404530,4944,60,0,Portmap
9132,172.16.0.5,648,192.168.50.4,22748,17,3115,267775,642054,3115,271,0,Portmap
9133,172.16.0.5,949,192.168.50.4,63008,17,64572,12917,30973,64572,271,0,Portmap
9134,192.168.50.8,59746,74.208.236.171,80,6,3669,858811,545107,3669,66,0,BENIGN
9135,172.16.0.5,648,192.168.50.4,13198,17,2141,389593,934142,2141,271,0,Portmap
9136,172.16.0.5,850,192.168.50.4,4257,17,4530,184132,441501,4530,271,0,Portmap
9137,172.16.0.5,648,192.168.50.4,36765,17,2965,281322,674536,2965,271,0,Portmap
9138,192.168.50.6,54347,4.2.2.4,53,17,14411,157246,138782,14411,72,0,BENIGN
9139,172.16.0.5,648,192.168.50.4,33474,17,36053,23135,55473,36053,271,0,Portmap
9140,172.16.0.5,688,192.168.50.4,25455,17,32675,25527,61208,32675,271,0,Portmap
9141,172.16.0.5,744,192.168.50.4,63896,17,3446,242054,580383,3446,271,0,Portmap
9142,172.16.0.5,711,192.168.50.4,58208,17,2759,1491353,724900,2759,307,0,Portmap
9143,172.16.0.5,767,192.168.50.4,4686,17,46798,17823,42736,46798,271,0,Portmap
9144,172.16.0.5,574,192.168.50.4,3711,17,3096,269418,645994,3096,271,0,Portmap
9145,172.217.12.193,443,192.168.50.6,54857,6,225221837,17,13,15014789,444,0,UNKNOWN
9146,172.16.0.5,695,192.168.50.4,4674,17,3331,250411,600420,3331,271,0,Portmap
9147,172.16.0.5,837,192.168.50.4,34392,17,9907,84195,201877,9907,271,0,Portmap
9148,172.16.0.5,819,192.168.50.4,17583,17,36784,94846,54371,36784,253,0,Portmap
9149,172.16.0.5,751,192.168.50.4,55550,17,79793,10453,25064,79793,271,0,Portmap
9150,192.168.50.8,51598,4.2.2.4,53,17,2314,1078770,864304,2314,85,0,BENIGN
9151,54.174.234.29,443,192.168.50.9,36132,6,61171031133,0,0,2184679683,400,0,BENIGN
9152,172.16.0.5,979,192.168.50.4,46419,17,3002,277854,666222,3002,271,0,Portmap
9153,172.16.0.5,648,192.168.50.4,6495,17,2042,408482,979431,2042,271,0,Portmap
9154,172.16.0.5,648,192.168.50.4,33964,17,3011,821780,664231,3011,289,0,Portmap
9155,172.16.0.5,652,192.168.50.4,47955,17,3657,228088,546896,3657,271,0,Portmap
9156,172.16.0.5,624,192.168.50.4,28593,17,30889,112947,64747,30889,253,0,Portmap
9157,192.168.50.8,53869,4.2.2.4,53,17,2073,666269,964785,2073,78,0,BENIGN
9158,192.168.50.6,55062,172.217.12.202,443,6,171311859990,0,0,2063998313,123,0,BENIGN
9159,172.16.0.5,673,192.168.50.4,2228,17,3048,273661,656167,3048,271,0,Portmap
9160,192.168.50.8,57537,4.2.2.4,53,17,2470,771797,809716,2470,89,0,BENIGN
9161,172.16.0.5,648,192.168.50.4,7934,17,3830,217786,522193,3830,271,0,Portmap
9162,192.168.50.8,57493,4.2.2.4,53,17,2473,890136,808734,2473,87,0,BENIGN
9163,192.168.50.6,64525,4.2.2.4,53,17,1986,546933,1007049,1986,80,0,BENIGN
9164,172.16.0.5,563,192.168.50.4,40227,17,3647,228714,548395,3647,271,0,Portmap
9165,192.168.50.6,53822,4.2.2.4,53,17,16263,262318,122978,16263,73,0,BENIGN
9166,192.168.50.6,55160,74.208.236.171,80,6,2085,1511261,959232,2085,66,0,BENIGN
9167,172.16.0.5,569,192.168.50.4,37605,17,3183,1096081,628338,3183,253,0,Portmap
9168,192.168.50.8,50920,8.8.8.8,53,17,3661,1165277,546298,3661,73,0,BENIGN
9169,192.168.50.6,64422,4.2.2.4,53,17,36163,117968,55305,36163,73,0,BENIGN
9170,172.16.0.5,703,192.168.50.4,10150,17,3075,271258,650406,3075,271,0,Portmap
9171,172.16.0.5,821,192.168.50.4,52469,17,2085,400057,959232,2085,271,0,Portmap
9172,172.16.0.5,648,192.168.50.4,4546,17,3126,1116067,639795,3126,253,0,Portmap
9173,172.16.0.5,1007,192.168.50.4,4889,17,3320,251241,602409,3320,271,0,Portmap
9174,192.168.50.6,56311,4.2.2.4,53,17,3683,72245,543035,3683,71,0,BENIGN
9175,172.16.0.5,778,192.168.50.4,7757,17,3378,246927,592066,3378,271,0,Portmap
9176,192.168.50.6,61853,4.2.2.4,53,17,2170,228698,921658,2170,84,0,BENIGN
9177,172.16.0.5,770,192.168.50.4,18605,17,3641,229091,549299,3641,271,0,Portmap
9178,192.168.50.8,58549,4.2.2.4,53,17,2636,499395,758725,2636,93,0,BENIGN
9179,192.168.50.8,62070,4.2.2.4,53,17,3136,158251,637755,3136,84,0,BENIGN
9180,172.217.9.234,443,192.168.50.6,55139,6,170387856121,0,0,1029653207,261,0,BENIGN
9181,172.16.0.5,605,192.168.50.4,3981,17,82732,10082,24174,82732,271,0,Portmap
9182,192.168.50.8,60746,4.2.2.4,53,17,15303,240223,130693,15303,77,0,BENIGN
9183,172.16.0.5,947,192.168.50.4,42270,17,2906,287033,688231,2906,271,0,Portmap
9184,192.168.50.6,49255,4.2.2.4,53,17,2800,703968,714285,2800,74,0,BENIGN
9185,172.16.0.5,648,192.168.50.4,54461,17,4031,206926,496154,4031,271,0,Portmap
9186,172.16.0.5,925,192.168.50.4,39778,17,1977,1251584,1011633,1977,289,0,Portmap
9187,172.16.0.5,648,192.168.50.4,30072,17,3026,275651,660938,3026,271,0,Portmap
9188,192.168.50.6,59955,4.2.2.4,53,17,16570,221855,120700,16570,77,0,BENIGN
9189,192.168.50.6,49167,4.2.2.4,53,17,2363,931573,846381,2363,87,0,BENIGN
9190,172.16.0.5,709,192.168.50.4,46809,17,2897,287925,690369,2897,271,0,Portmap
9191,172.16.0.5,850,192.168.50.4,35194,17,54423,15326,36749,54423,271,0,Portmap
9192,18.211.180.29,443,192.168.50.6,55190,6,60848913886,0,0,2433956555,133,0,BENIGN
9193,172.217.10.226,443,192.168.50.6,55097,6,140793373,20,22,9386224,421,0,UNKNOWN
9194,172.16.0.5,799,192.168.50.4,26984,17,2484,335797,805152,2484,271,0,Portmap
9195,74.208.236.171,80,192.168.50.6,54845,6,5746115748,0,0,1915371916,63,0,BENIGN
9196,172.16.0.5,517,192.168.50.4,54685,17,3436,242759,582072,3436,271,0,Portmap
9197,192.168.50.6,54962,172.217.9.226,443,6,772927014675,0,0,2517677572,124,0,BENIGN
9198,172.16.0.5,648,192.168.50.4,3504,17,45048,18516,44397,45048,271,0,Portmap
9199,172.16.0.5,648,192.168.50.4,15418,17,2706,308248,739098,2706,271,0,Portmap
9200,172.16.0.5,554,192.168.50.4,27108,17,2195,380009,911161,2195,271,0,Portmap
9201,192.168.50.8,59905,172.217.6.227,443,6,148026844,8,21,9868456,160,0,BENIGN
9202,172.16.0.5,648,192.168.50.4,33789,17,2910,286639,687285,2910,271,0,Portmap
9203,172.16.0.5,953,192.168.50.4,32433,17,2519,331131,793965,2519,271,0,Portmap
9204,172.16.0.5,668,192.168.50.4,21082,17,3915,632026,510855,3915,289,0,Portmap
9205,192.168.50.9,54318,203.82.26.7,443,6,99132194,17,5,4720580,144,0,BENIGN
9206,172.16.0.5,648,192.168.50.4,34916,17,2415,345391,828157,2415,271,0,Portmap
9207,192.168.50.8,60212,8.8.8.8,53,17,5980,417437,334448,5980,85,0,BENIGN
9208,172.16.0.5,932,192.168.50.4,723,17,4910,169882,407331,4910,271,0,Portmap
9209,172.16.0.5,648,192.168.50.4,58115,17,3331,250411,600420,3331,271,0,Portmap
9210,192.168.50.6,60863,4.2.2.4,53,17,2603,190655,768344,2603,84,0,BENIGN
9211,172.16.0.5,647,192.168.50.4,6970,17,2038,409283,981354,2038,271,0,Portmap
9212,172.16.0.5,757,192.168.50.4,26109,17,2946,283136,678886,2946,271,0,Portmap
9213,172.16.0.5,876,192.168.50.4,65528,17,48262,72289,41440,48262,253,0,Portmap
9214,172.16.0.5,667,192.168.50.4,46776,17,43726,19076,45739,43726,271,0,Portmap
9215,172.16.0.5,973,192.168.50.4,19213,17,4503,185236,444148,4503,271,0,Portmap
9216,172.16.0.5,663,192.168.50.4,63612,17,2991,1375675,668672,2991,307,0,Portmap
9217,172.16.0.5,648,192.168.50.4,42390,17,3243,257206,616712,3243,271,0,Portmap
9218,172.217.6.230,443,192.168.50.6,55181,6,170133862312,0,0,2510387196,319,0,BENIGN
9219,192.168.50.8,64294,4.2.2.4,53,17,2709,812590,738279,2709,87,0,BENIGN
9220,172.217.9.226,443,192.168.50.8,59599,6,173345030657,0,0,3852111792,219,0,BENIGN
9221,172.16.0.5,648,192.168.50.4,64967,17,46231,18042,43261,46231,271,0,Portmap
9222,172.16.0.5,648,192.168.50.4,10357,17,2920,285657,684931,2920,271,0,Portmap
9223,172.16.0.5,648,192.168.50.4,47026,17,2190,380877,913242,2190,271,0,Portmap
9224,172.16.0.5,610,192.168.50.4,440,17,3258,256022,613873,3258,271,0,Portmap
9225,172.16.0.5,648,192.168.50.4,55640,17,2695,918138,742115,2695,289,0,Portmap
9226,172.16.0.5,834,192.168.50.4,2700,17,2312,1509007,865051,2312,253,0,Portmap
9227,172.16.0.5,540,192.168.50.4,35152,17,3647,228714,548395,3647,271,0,Portmap
9228,172.16.0.5,848,192.168.50.4,54410,17,2112,394943,946969,2112,271,0,Portmap
9229,192.168.50.8,64017,4.2.2.4,53,17,2165,92982,923787,2165,86,0,BENIGN
9230,172.16.0.5,648,192.168.50.4,51079,17,2889,288722,692281,2889,271,0,Portmap
9231,172.16.0.5,648,192.168.50.4,26425,17,3381,1031891,591540,3381,253,0,Portmap
9232,172.16.0.5,874,192.168.50.4,40067,17,2037,409484,981836,2037,271,0,Portmap
9233,172.16.0.5,746,192.168.50.4,39296,17,3129,266577,639181,3129,271,0,Portmap
9234,172.16.0.5,648,192.168.50.4,17209,17,3020,1362464,662251,3020,307,0,Portmap
9235,192.168.50.6,62274,8.8.8.8,53,17,4296,649730,465549,4296,83,0,BENIGN
9236,192.168.50.8,65234,4.2.2.4,53,17,5877,145654,340309,5877,67,0,BENIGN
9237,192.168.50.9,47710,173.241.242.143,443,6,170741669564,0,0,2057128548,126,0,BENIGN
9238,192.168.50.8,49244,4.2.2.4,53,17,2493,1711223,802246,2493,73,0,BENIGN
9239,172.16.0.5,986,192.168.50.4,59468,17,3286,253840,608642,3286,271,0,Portmap
9240,172.16.0.5,648,192.168.50.4,1572,17,46046,53737,43434,46046,289,0,Portmap
9241,172.16.0.5,571,192.168.50.4,6966,17,2283,365361,876040,2283,271,0,Portmap
9242,172.16.0.5,525,192.168.50.4,53397,17,2888,288822,692520,2888,271,0,Portmap
9243,192.168.50.8,57815,4.2.2.4,53,17,462273796621,0,0,1614604363,89,0,BENIGN
9244,172.16.0.5,619,192.168.50.4,28452,17,3077,271082,649983,3077,271,0,Portmap
9245,192.168.50.8,59614,172.217.12.162,443,6,400658853583,0,0,532247807,132,0,BENIGN
9246,172.16.0.5,620,192.168.50.4,15170,17,3318,251392,602772,3318,271,0,Portmap
9247,172.16.0.5,648,192.168.50.4,47002,17,2441,1429261,819336,2441,253,0,Portmap
9248,192.168.50.6,51920,4.2.2.4,53,17,2134,1692302,937207,2134,92,0,BENIGN
9249,172.16.0.5,648,192.168.50.4,22222,17,3735,223325,535475,3735,271,0,Portmap
9250,172.16.0.5,648,192.168.50.4,13315,17,3073,271435,650829,3073,271,0,Portmap
9251,172.16.0.5,871,192.168.50.4,3794,17,3443,242265,580888,3443,271,0,Portmap
9252,172.16.0.5,577,192.168.50.4,58191,17,5015,166325,398803,5015,271,0,Portmap
9253,172.16.0.5,595,192.168.50.4,13167,17,3390,729906,589970,3390,289,0,Portmap
9254,172.16.0.5,648,192.168.50.4,8383,17,3320,251241,602409,3320,271,0,Portmap
9255,172.16.0.5,530,192.168.50.4,46933,17,2732,905703,732064,2732,289,0,Portmap
9256,192.168.50.6,50569,224.0.0.252,5355,17,420713631,2,4,84142726,66,0,BENIGN
9257,192.168.50.8,59605,52.85.90.206,443,6,171111507078,0,0,1224758738,121,0,BENIGN
9258,172.16.0.5,694,192.168.50.4,9413,17,3013,276840,663790,3013,271,0,Portmap
9259,172.16.0.5,970,192.168.50.4,14132,17,3940,211705,507614,3940,271,0,Portmap
9260,192.168.50.6,65408,4.2.2.4,53,17,2062,1751393,969932,2062,92,0,BENIGN
9261,172.16.0.5,744,192.168.50.4,47427,17,3305,748678,605143,3305,289,0,Portmap
9262,172.16.0.5,648,192.168.50.4,59221,17,3290,253532,607902,3290,271,0,Portmap
9263,172.16.0.5,519,192.168.50.4,24763,17,36731,22708,54449,36731,271,0,Portmap
9264,172.16.0.5,609,192.168.50.4,20367,17,2739,304534,730193,2739,271,0,Portmap
9265,93.184.216.180,443,192.168.50.9,41488,6,431893,3747,3947,86378,74,0,BENIGN
9266,192.168.50.6,52533,4.2.2.4,53,17,18752,117390,106655,18752,87,0,BENIGN
9267,172.16.0.5,580,192.168.50.4,2988,17,3474,240103,575705,3474,271,0,Portmap
9268,172.16.0.5,932,192.168.50.4,30872,17,3264,758082,612745,3264,289,0,Portmap
9269,172.16.0.5,599,192.168.50.4,61233,17,3544,235361,564334,3544,271,0,Portmap
9270,172.16.0.5,844,192.168.50.4,9628,17,4383,190308,456308,4383,271,0,Portmap
9271,192.168.50.6,54914,172.217.10.226,443,6,172325480269,0,0,1111777292,225,0,BENIGN
9272,172.16.0.5,648,192.168.50.4,65271,17,2063,404324,969461,2063,271,0,Portmap
9273,172.16.0.5,56370,192.168.50.4,3174,6,4458,905312,448631,4458,60,0,Portmap
9274,192.168.50.6,55730,4.2.2.4,53,17,2421,1640277,826104,2421,75,0,BENIGN
9275,74.208.236.171,80,192.168.50.6,55026,6,5291473612,0,0,1763824537,63,0,BENIGN
9276,192.168.50.9,34556,52.85.90.206,443,6,39484244,43,101,13161414,67,0,BENIGN
9277,172.16.0.5,648,192.168.50.4,6346,17,3349,249065,597193,3349,271,0,Portmap
9278,172.16.0.5,648,192.168.50.4,3800,17,44267,18842,45180,44267,271,0,Portmap
9279,172.16.0.5,682,192.168.50.4,9409,17,2981,279812,670915,2981,271,0,Portmap
9280,172.16.0.5,711,192.168.50.4,39939,17,44371,18798,45074,44371,271,0,Portmap
9281,172.16.0.5,1019,192.168.50.4,12577,17,3332,250336,600240,3332,271,0,Portmap
9282,192.168.50.9,54706,91.189.89.199,123,17,4365,894923,458190,4365,90,0,BENIGN
9283,192.168.50.6,55752,4.2.2.4,53,17,3005,1201788,665557,3005,92,0,BENIGN
9284,172.16.0.5,1012,192.168.50.4,4804,17,3293,1059467,607348,3293,253,0,Portmap
9285,172.16.0.5,766,192.168.50.4,19480,17,3078,270994,649772,3078,271,0,Portmap
9286,172.16.0.5,582,192.168.50.4,62808,17,3452,241634,579374,3452,271,0,Portmap
9287,192.168.50.8,59882,23.194.142.213,443,6,5100626383,0,0,300036846,133,0,BENIGN
9288,172.16.0.5,675,192.168.50.4,33450,17,46812,17818,42724,46812,271,0,Portmap
9289,172.16.0.5,887,192.168.50.4,15488,17,2938,283907,680735,2938,271,0,Portmap
9290,172.16.0.5,648,192.168.50.4,14759,17,39718,21001,50355,39718,271,0,Portmap
9291,172.16.0.5,655,192.168.50.4,9899,17,3044,812871,657030,3044,289,0,Portmap
9292,172.16.0.5,648,192.168.50.4,60531,17,2073,402373,964785,2073,271,0,Portmap
9293,172.16.0.5,648,192.168.50.4,10480,17,4359,567649,458820,4359,289,0,Portmap
9294,192.168.50.6,55192,64.233.184.120,443,6,292141515178,0,0,131419297,311,0,BENIGN
9295,172.16.0.5,648,192.168.50.4,38811,17,2967,281132,674081,2967,271,0,Portmap
9296,172.16.0.5,648,192.168.50.4,48866,17,4324,806851,462534,4324,253,0,Portmap
9297,192.168.50.8,54841,4.2.2.4,53,17,2271,1099196,880669,2271,85,0,BENIGN
9298,172.16.0.5,648,192.168.50.4,50101,17,5464,152657,366032,5464,271,0,Portmap
9299,172.16.0.5,874,192.168.50.4,33641,17,4484,186021,446030,4484,271,0,Portmap
9300,172.217.6.227,443,192.168.50.6,55217,6,171048178764,0,0,3977864622,366,0,BENIGN
9301,172.16.0.5,675,192.168.50.4,20415,17,2932,284488,682128,2932,271,0,Portmap
9302,172.16.0.5,648,192.168.50.4,6059,17,4422,788970,452284,4422,253,0,Portmap
9303,172.16.0.5,605,192.168.50.4,4684,17,3890,214426,514138,3890,271,0,Portmap
9304,172.217.3.99,443,192.168.50.8,59727,6,170289472922,0,0,2012050219,338,0,BENIGN
9305,74.208.236.171,80,192.168.50.6,54995,6,15679812337,0,0,712718742,869,0,BENIGN
9306,172.16.0.5,967,192.168.50.4,34481,17,1994,418315,1003009,1994,271,0,Portmap
9307,172.16.0.5,665,192.168.50.4,49258,17,2443,341432,818665,2443,271,0,Portmap
9308,172.16.0.5,810,192.168.50.4,36399,17,4860,509132,411522,4860,289,0,Portmap
9309,172.16.0.5,878,192.168.50.4,42534,17,3202,260499,624609,3202,271,0,Portmap
9310,172.16.0.5,863,192.168.50.4,28472,17,3023,275924,661594,3023,271,0,Portmap
9311,172.217.10.226,80,192.168.50.6,54910,6,5399967661,0,0,1799989220,63,0,BENIGN
9312,192.168.50.6,54872,172.217.12.162,443,6,1581300173638,0,0,1299342788,183,0,BENIGN
9313,172.16.0.5,720,192.168.50.4,37580,17,2187,1131404,914494,2187,289,0,Portmap
9314,192.168.50.6,49322,4.2.2.4,53,17,3781,226398,528960,3781,67,0,BENIGN
9315,172.16.0.5,749,192.168.50.4,1530,17,2225,374885,898876,2225,271,0,Portmap
9316,172.16.0.5,1008,192.168.50.4,62438,17,47104,17708,42459,47104,271,0,Portmap
9317,172.16.0.5,801,192.168.50.4,60345,17,2802,297687,713775,2802,271,0,Portmap
9318,192.168.50.8,50492,4.2.2.4,53,17,3693,54510,541565,3693,86,0,BENIGN
9319,172.16.0.5,648,192.168.50.4,57243,17,4603,181212,434499,4603,271,0,Portmap
9320,192.168.50.6,54981,173.194.205.108,465,6,1601856123,0,2,43293408,129,0,BENIGN
9321,172.16.0.5,646,192.168.50.4,23093,17,3292,253378,607533,3292,271,0,Portmap
9322,172.16.0.5,807,192.168.50.4,37240,17,3218,1084159,621504,3218,253,0,Portmap
9323,172.16.0.5,942,192.168.50.4,40479,17,2410,1026714,829875,2410,289,0,Portmap
9324,192.168.50.6,59049,8.8.8.8,53,17,4121,534168,485319,4121,87,0,BENIGN
9325,172.16.0.5,1021,192.168.50.4,55760,17,51679,16140,38700,51679,271,0,Portmap
9326,172.16.0.5,728,192.168.50.4,23704,17,23103,36104,86568,23103,271,0,Portmap
9327,172.16.0.5,648,192.168.50.4,52790,17,2653,314406,753863,2653,271,0,Portmap
9328,172.16.0.5,648,192.168.50.4,31903,17,2790,298967,716845,2790,271,0,Portmap
